vi,ch
Vạn tính âu ca hề tam thuỳ yến thiếp.,萬姓謳歌兮三陲宴帖。
"Nghi kỳ trí Khai Nguyên thái bình chi thịnh, quang Thái Tông Trinh Quán chi liệt dã!",宜其致開元太平之盛，光太宗貞觀之烈也。
"Tích hồ: tiên khắc hữu chung, đồ hữu kỳ thuỷ.",惜乎：鮮克有終，徒有其始。
"Vô dật chi đồ, hoán dĩ sơn xuyên; dục tâm nhất manh, cùng xa cực xỉ.",無逸之圖，換以山川；欲心一萌，窮奢極侈。
"Cửu Linh sàm nhi Dương Lý tiến, Hàn hưu lão nhi Diêu Tống tử.",九齡讒而楊李進，韓休老而姚宋死。
"Đăng Liên Xương chi Vọng Tiên hề, huyễn Ngọc Hoàn chi châu thuý.",登連昌之望仙兮，眩玉環之珠翠。
"Y Trầm Hương chi lan can hề, phù hải đường chi thuỵ khỉ.",依沉香之欄杆兮，扶海棠之睡起。
"Nghê thường vũ y, minh mâu hạo xỉ.",霓裳羽衣，明眸皓齒。
"Hồ sồ cẩm băng chi du, biến quan cấm nội.",胡雛錦繃之遊，遍觀禁內。
"Ninh vương ngọc địch chi thanh, thâu truyền thành thị.",寧王玉笛之聲，偷傳城巿。
"Bao tàng hoạ tâm, trậm độc cam mỹ.",包藏禍心，鴆毒甘美。
"Như thố hoả ư tích tân, vị quốc gia chi khả thị.",如厝火於積薪，謂國家之可恃。
"Cập hồ: Ngư Dương soái thần, cổ bề động địa.",及乎：漁陽帥臣，鼓鼙動地。
"Thất mã nam tuần, hồ trần tứ khỉ.",匹馬南巡，胡塵四起。
"Phó miếu xã ư kiếp hôi, phỏng kiều danh ư Vạn Lý.",付廟社於劫灰，訪橋名於萬里。
"Lại thiên đạo chi hảo hoàn, hữu Linh Võ chi thánh tử.",賴天道之好還，有靈武之聖子。
"Tu đồn thú chi lỗ lâu, trúc Lệ Tiều chi bách Trĩ.",修屯戍之櫓樓，築麗譙之百雉。
"Hậu sóc vọng chi kinh trần, cảnh sĩ tốt chi đoạ thỉ.",侯朔望之驚塵，警士卒之惰弛。
"Vạn Lý lai qui, Cẩm Giang Ngọc Luỹ.",萬里來歸，錦江玉壘。
"Ngự lâu lạo quân, gia hoàng thoát tử.",御樓勞軍，加黃脫紫。
"Nam Nội thê lương, dĩ vô lực sĩ.",南內凄涼，已無力士。
"Dạ vũ ngô đồng, xuân phong đào lý.",夜雨梧桐，春風桃李。
"Hồi cố sơ tâm, noản nhiên quỷ sỉ.",回顧初心，赧然傀恥。
"Ư thử chi thời, an tri Minh Hoàng chi tâm,",於此之時，安知明皇之心，
"Hối bất sùng tư lâu chi tằng cấu,",悔不崇斯樓之層構，
Bồi tư lâu chi phi chỉ dã da?,培斯樓之丕址也耶？
"Ta phù: hậu thế nhân quân, ân giám bất viễn.",嗟夫：後世人君，殷鑑不遠。
"Trị loạn chi cơ, quân tâm di chuyển.",治亂之機，君心移轉。
"Cần Chính chi cơ, thực địa tu tiễn.",勤政之基，實地須踐。
"Vụ bản chi ý, hành chi mãnh miễn.",務本之意，行之黽勉。
"Thứ hữu thuỷ nhi hữu chung, hạnh tư lâu chi bất điến.",庶有始而有終，幸斯樓之不靦。
