vi,ch
"Vạn hạm kim qua hề, xuất hải nhưng,",萬艦金戈兮出海陾，
"Thiên trùng thiết võng hề, trầm giang để.",千重鐵網兮沈江底。
"Thị phi thành bại hề, nguyệt hà tâm.",是非成敗兮月何心，
"Đắc táng doanh khuy hề, vân vô ý.",得喪盈虧兮雲無意。
"Tiện điền thượng hề quần âu,",羡田上兮群鷗，
Tiếu khích trung hề lục ký.,笑隙中兮六驥。
Hà như:,何如：
"Cao ngâm khảo bàn,",高吟考盤，
Trường ca khứ lai.,長歌去來。
"Kim cúc hoa hề mãn kính,",金菊花兮滿徑，
"Ngọc lan hương hề doanh hoài,",玉蘭香兮盈懷。
"Tân đức, tân tâm hề, ba tiêu diệp,",新德新心兮芭蕉葉，
"Trạc anh, trạc túc hề, Thương Lang ôi.",濯纓濯足兮滄浪隈。
"Ngộ hoá công hề sinh ý,",悟化工兮生意，
Tĩnh trần cơ hề tử hôi.,靜塵機兮死灰。
"Thiên địa trung hề ngô minh mệnh,",天地中兮吾明命，
Vũ trụ nội hề ngô linh đài.,宇宙内兮吾靈臺。
"Mã sinh noãn hề, ngoại vật quan vật,",馬生卵兮外物觀物，
"Bằng phù dao hề, thiên nhai chi nhai.",鵬扶搖兮天涯之涯。
Nãi tòng nhi vi Ngô ca viết:,乃從而爲吳歌曰：
Kiển hà vi hề tịch nùng thuỵ?,蹇何爲兮夕儂睡，
Khương hà vi hề đán nùng khởi?,羌何爲兮旦儂起。
"Hy hà vi hề thuỷ nùng thuyền,",嘻何爲兮水儂船，
Ha hồ vi hề lục nùng chiên?,呵胡爲兮陸儂氈！
"Động, tĩnh, khuất, thân hề nhất thái cực,",動靜屈伸兮一太極，
Ngu giả minh hề trí giả thức.,愚者冥兮智者識。
"Phân náo phồn hoa hề lạc yến nê,",紛閙䌓花兮落燕泥，
Đạt giả khoát hề minh giả mê.,達者豁兮冥者迷。
"Đối hư không hề tâm tự tri,",對虛空兮心自知，
"Huề ngô tụng hề vịnh Vu, Nghi,",擕吾從兮詠雩沂。
"Vịnh Vu, Nghi hề quan xích tố;",詠雩沂兮觀尺素，
Đãn kiến:,但見：
"Hằng, Tâm, Hà, Hán,",恆心河漢，
"Nam, Bắc tinh huỳnh.",南北晶熒。
Thục chuyển luân hề đồng thử lộ?,孰轉輪兮同此路？
