vi,ch
Nhiên hậu túc dĩ sướng ngô hoài nhi tiêu tục lự dã tai?,然後足以暢吾懷而消俗慮也哉？
"Nãi đăng vọng giang chi lâu, cô thị tửu nhi ẩm chi.",乃登望江之樓，沽市酒而飲之。
"Tửu cập vi huân, cố nhân quắc nhiên khởi viết:",酒及微醺，故人矍然起曰：
"- Văn chương, thái cực chi tuý dã,",文章，太極之粹也，
"Giang sơn, pháp tương chi bí dã.",江山，法像之秘也。
"Đại khối ký giả ngã dĩ văn chương,",大塊既假我以文章，
Giang sơn phục triệu ngã dĩ yên cảnh.,江山復召我以煙景。
Hà dĩ đắc tư ư thiên địa tai?,何以得斯於天地哉？
"Hoặc giả các tỉnh ngô thân, tài ngô văn.",或者各省吾身，栽吾文。
"Khứ hoa tựu thực, san ngoa vi thuần.",去華就寔，刊訛為純。
"Tước kỳ chi diệp, dĩ toàn ngô chân.",削其枝葉，以全吾真。
"Thứ bất đố hồ tạo hoá, diệc vô phụ hồ hồng quân.",庶不妒乎造化，亦無負乎洪鈞。
"Nhân bả trản canh chước, phách án nhi ngâm vân:",因把盞更酌，拍案而吟云：
"Giang sơn duyệt nhân đại, thiên tải nhược đán mộ.",江山閲人代，千載若旦暮。
"Ngẫu vu trần ngoại chẩn, phổ cực hoàn trung thú.",偶迂塵外軫，溥極寰中趣。
"Đăng quan khoát tráng mâu, sơ dương kiển túc vụ.",登觀豁壯眸，初陽蹇宿霧。
"Ẩn ước Lãm Sơn vân, hy vi Thiên Đức thụ.",隱約覽山雲，稀微天德樹，
"Thời lai thiên lý phong, tập tập xuy phương đỗ.",時來千里風，習習吹芳杜。
"Xung tưởng mịch liêu thiên, ngô ngữ thục dữ ngộ.",沖想寞寥天，吾語孰與晤。
"Cổ nhân nan dữ kim, kim nhật thúc thành cổ.",古人難與今，今日倏成古。
"Hiền thánh khứ bất quy, trí ngu đồng thử lộ.",賢聖去不歸，智愚同此路。
"Tài đa đạo sở tăng, học quảng nhân tranh đố.",才多道所憎，學廣人爭妒。
"Thông minh tạc hỗn độn, anh phát táng trung tố.",聰明鑿混沌，英發喪衷素。
"Đãn toàn thử nhân trí, thứ thứ hồ lạc thọ.",但全此仁智，庶庶乎樂壽。
"Ngâm thành tửu hạc, yên ngưng sơn mộ.",吟成酒涸，煙凝山暮。
Dư cố thư đồng viết:,余顧書童曰：
- Tiểu tử chí chi!,小子識之，
Tác biệt nhi khứ.,作別而去。
