vi,ch
"Thượng chí quán trắc, địa cái để bình.",上至觀側，地蓋底平。
"Ky chủng mạn diễn, phương thảo la sinh.",箕踵漫衍，芳草羅生。
"Thu lan thần huệ, giang ly tải tinh.",秋蘭茞蕙，江離載菁。
"Thanh thuyên xạ can, yết xa bao tịnh.",青荃射干，揭車苞並。
"Bạc thảo mỹ mỹ, liên duyên yêu yêu.",薄草靡靡，聯延夭夭。
"Việt hương yểm yểm, chúng tước ngao ngao.",越香掩掩，眾雀嗷嗷。
"Thư hùng tương thất, ai minh tương hào.",雌雄相失，哀鳴相號。
"Vương thư, ly hoàng, chính minh, Sở cưu.",王雎鸝黃，正冥楚鳩。
"Tỉ quy, tư phụ, thuỳ kê cao sào.",姊歸思婦，垂雞高巢。
"Kỳ minh dê dê, đương niên ngao du.",其鳴喈喈，當年遨遊。
"Canh xướng điệt hoạ, phó khúc tuỳ lưu.",更唱迭和，赴曲隨流。
"Hữu phương chi sĩ, Tiện Môn, Cao Khê,",有方之士，羨門高谿。
"Thượng Thành, Uất Lâm, Công Nhạc, Tụ Cốc.",上成鬱林，公樂聚穀。
"Tiến thuần hy, đảo quỳnh thất.",進純犧，禱琁室。
"Tiếu chư thần, lễ Thái Nhất.",醮諸神，禮太一。
"Truyền chúc dĩ cụ, ngôn từ dĩ tất.",傳祝已具，言辭已畢。
"Vương nãi thừa ngọc dư, tứ thảng ly, thuỳ lưu tinh, bái hợp hài.",王乃乘玉輿，駟倉螭，垂旒旌，旆合諧。
"Trừu đại huyền nhi nhã thanh lưu, liệt phong quá nhi tăng bi ai.",紬大絃而雅聲流，冽風過而增悲哀。
"Ư thị điều âu, linh nhân lam lệ thảm thê, hiếp tức tăng hy.",於是調謳，令人惏悷憯悽，脅息增欷。
"Ư thị nãi tung lạp giả, cơ chỉ như tinh.",於是乃縱獵者，基趾如星。
"Truyền ngôn vũ lạp, hàm mai vô thanh.",傳言羽獵，銜枚無聲。
"Cung nỗ bất phát, phù toánh bất khuynh.",弓弩不發，罘潁不傾。
"Thiệp mãng mãng, trì tần tần.",涉漭漭，馳苹苹。
"Phi điểu vị cập khởi, tẩu thú vị cập phát.",飛鳥未及起，走獸未及發。
"Hà tiết yểm hốt, đề túc sái huyết?",何節奄忽，啼足灑血？
"Cử công tiên đắc, hoạch xa dĩ thực.",舉功先得，獲車已實。
"Vương tướng dục vãng kiến, tất tiên trai giới, si thì trạch nhật.",王將欲往見，必先齋戒，差時擇日。
"Giản dư huyền phục, kiến vân bái, nghê vi tinh, thuý vi cái.",簡輿玄服，建雲旆，蜺為旌，翠為蓋。
"Phong khởi vũ chỉ, thiên lý nhi thệ.",風起雨止，千里而逝。
"Cái phát mông, vãng tự hội.",蓋發蒙，往自會。
"Tư vạn phương, ưu quốc hại.",思萬方，憂國害。
"Khai hiền thánh, phụ bất đãi.",開賢聖，輔不逮。
"Cửu khiếu thông uất, tinh thần sát trệ.",九竅通鬱，精神察滯。
Duyên niên ích thọ thiên vạn tuế.,延年益壽千萬歲。
