vi,ch
"Duẫn đức hiệp hạ, vạn bang duy tân.",允德協下，萬邦維新。
"Vô tệ khả trừ, chính sự nhật thuần.",無弊可除，政事日醇。
"Vật thái dĩ chi nhi dung tiết, dân phong dĩ chi chân thuần.",物態以之而溶潷；民風以之真淳。
"Diệc mạc bất do ư tư bàn, dĩ thành hoà khí chi nhân uân giả dã!",亦莫不由於斯盤，以成和器之氤氳者也。
Ta phù!,嗟夫！
"Đạo bất tự hiện, dĩ khí nhi hiện; khí bất tự thọ, dĩ minh nhi thọ.",道不自見，以器而見；器不自壽，以銘而壽。
Kỳ Dương chi cổ thập; Đại Vũ chi đỉnh cửu.,岐陽之鼓十；大禹之鼎九。
Bỉ chí bảo chi thượng nhân; huống minh bàn chi bất hủ.,彼至寶之尚湮；況銘盤之不朽。
Cẩu nhật tân chi vô văn; tín ư nhĩ hồ hà hữu.,苟日新之無聞；信於爾乎何有。
Thử dư sinh chi trường cần; xí tiền tu nhi kỷ hậu.,此予生之長勤；企前羞而己後。
Liêu tác ca dĩ tự miễn; nguyện trì thành ư vĩnh cửu.,聊作歌以自勉；願持誠於永久。
Ca viết:,歌曰：
"Thang bàn hề hách hi,",湯盤兮赫曦，
Tượng nhật hề quyên quy.,象日兮捐規。
"Quần sinh hề nhuận trạch,",群生兮潤澤，
Thánh kính hề nhật tê.,聖敬兮日躋。
"Bàn minh hề cửu tự,",盤銘兮九字，
Thiên cổ hề bất truỵ.,千古兮不墜。
"Nhân dục hề tịnh tận,",人欲兮淨盡，
Thánh đức hề quang huy.,聖德兮光輝。
"Ta dư sinh hề nhật tụng,",嗟予生兮日誦，
Thứ dư học hề tập hy.,庶予學兮緝熙。
"Kỳ vạn vũ hề ngọc chúc,",其萬宇兮玉燭，
Ngưỡng ngô đạo hề trùng hy.,仰吾道兮重熙。
