vi,ch
Dĩ quả địch chúng thường thiết phục dĩ xuất kỳ.,以寡敵眾常設伏以出奇。
Tốt năng:,卒能：
"Dĩ đại nghĩa nhi thắng hung tàn,",以大義而勝兇殘，
Dĩ chí nhân nhi dị cường bạo.,以至仁而易彊暴。
"Bồ Đằng chi đình khu điện xế,",蒲藤之霆驅電掣，
Trà Lân chi trúc phá hôi phi.,茶麟之竹破灰飛。
"Sĩ khí dĩ chi ích tăng,",士氣以之益增，
Quân thanh dĩ chi đại chấn.,軍聲以之大振。
"Trần Trí, Sơn Thọ văn phong nhi sỉ phách,",陳智山壽聞風而褫魄，
"Lý An, Phương Chính giả tức dĩ thâu sinh.",李安方政假息以偷生。
"Thừa thắng trường khu, Tây Kinh ký vị ngã hữu;",乘勝長驅，西京既為我有；
"Tuyển binh tiến thủ, Đông Đô tận phục cựu cương.",選兵進取，東都盡復舊疆。
"Ninh Kiều chi huyết thành xuyên, lưu tinh vạn lý;",寧橋之血成川，流腥萬里；
"Tốt Động chi thi tích dã, di xú thiên niên.",窣洞之屍積野，遺臭千年。
"Trần Hiệp tặc chi phúc tâm, ký kiêu kỳ thủ;",陳洽賊之腹心，既梟其首；
"Lý Lượng tặc chi gian đố, hựu bạo quyết thi.",李亮賊之奸蠹，又暴厥屍。
"Vương Thông lý loạn nhi phần giả ích phần,",王通理亂而焚者益焚，
Mã Anh cứu đấu nhi nộ giả ích nộ.,馬瑛救鬥而怒者益怒。
"Bỉ trí cùng nhi lực tận, thúc thủ đãi vong;",彼智窮而力盡，束手待亡；
"Ngã mưu phạt nhi tâm công, bất chiến tự khuất.",我謀伐而心攻，不戰自屈。
"Vị bỉ tất dị tâm nhi cải lự,",謂彼必易心而改慮，
Khởi ý phục tác nghiệt dĩ tốc cô.,豈意復作孽以速辜。
"Chấp nhất kỷ chi kiến dĩ giá hoạ ư tha nhân,",執一己之見以嫁禍於他人，
Tham nhất thì chi công dĩ di tiếu ư thiên hạ.,貪一時之功以貽笑於天下。
"Toại linh Tuyên Đức chi giảo đồng, độc binh vô yếm;",遂靈宣德之狡童，黷兵無厭；
"Nhưng mệnh Thạnh Thăng chi noạ tướng, dĩ du cứu phần.",仍命晟昇之懦將，以油救焚。
"Đinh vị cửu nguyệt Liễu Thăng toại dẫn binh do Khâu Ôn nhi tiến,",丁未九月柳昇遂引兵猶邱溫而進，
Bản niên thập nguyệt Mộc Thạnh hựu phân đồ tự Vân Nam nhi lai.,本年十月木晟又分途自雲南而來。
"Dư tiền ký tuyển binh tái hiểm dĩ tồi kỳ phong,",予前既選兵塞險以摧其鋒，
Dư hậu tái điều binh tiệt lộ dĩ đoạn kỳ thực.,予後再調兵截路以斷其食。
"Bản nguyệt thập bát nhật Liễu Thăng vị ngã quân sở công, kế truỵ ư Chi Lăng chi dã;",本月十八日柳昇為我軍所攻，計墜於支稜之野；
"Bản nguyệt nhị thập nhật Liễu Thăng hựu vị ngã quân sở bại, thân tử ư Mã An chi sơn.",本月二十日柳昇又為我軍所敗，身死於馬鞍之山。
"Nhị thập ngũ nhật Bảo Định bá Lương Minh trận hãm nhi táng khu,",二十五日保定伯梁銘陣陷而喪軀，
Nhị thập bát nhật Thượng thư Lý Khánh kế cùng nhi vẫn thủ.,二十八日尚書李慶計窮而刎首。
"Ngã toại nghênh nhận nhi giải,",我遂迎刃而解，
Bỉ tự đảo qua tương công.,彼自倒戈相攻。
"Kế nhi tứ diện thiêm binh dĩ bao vi,",繼而四面添兵以包圍，
Kỳ dĩ thập nguyệt trung tuần nhi điễn diệt.,期以十月中旬而殄滅。
"Viên tuyển tì hưu chi sĩ,",爰選貔貅之士，
Thân mệnh trảo nha chi thần.,申命爪牙之臣。
"Ẩm tượng nhi hà thuỷ càn,",飲象而河水乾，
Ma đao nhi sơn thạch quyết.,磨刀而山石鈌。
"Nhất cổ nhi kình khô ngạc đoạn,",一鼓而鯨刳鱷斷，
Tái cổ nhi điểu tán quân kinh.,再鼓而鳥散麇驚。
"Quyết hội nghĩ ư băng đê,",決潰蟻於崩堤，
Chấn cương phong ư cảo diệp.,振剛風於稿葉。
"Đô đốc Thôi Tụ tất hành nhi tống khoản,",都督崔聚膝行而送款，
Thượng thư Hoàng Phúc diện phọc dĩ tựu cầm.,尚書黃福面縛以就擒。
"Cương thi tái Lượng Giang, Lượng Sơn chi đồ,",僵屍塞諒江諒山之途，
"Chiến huyết xích Xương Giang, Bình Than chi thuỷ.",戰血赤昌江平灘之水。
"Phong vân vị chi biến sắc,",風雲為之變色，
Nhật nguyệt thảm dĩ vô quang.,日月慘以無光。
"Kỳ Vân Nam binh vị ngã quân sở ách ư Lê Hoa, tự đỗng nghi hư hạt nhi tiên dĩ phá phủ;",其雲南兵為我軍所扼於梨花，自恫疑虛喝而先以破腑；
"Kỳ Mộc Thạnh chúng văn Thăng quân sở bại ư Cần Trạm, toại lận tạ bôn hội nhi cận đắc thoát thân.",其沐晟眾聞昇軍所敗於芹站，遂躪藉奔潰而僅得脫身。
"Lãnh Câu chi huyết chử phiếu, giang thuỷ vị chi ô yết;",冷溝之血杵漂，江水為之嗚咽；
"Đan Xá chi thi sơn tích, dã thảo vị chi ân hồng.",丹舍之屍山積，野草為之殷紅。
"Lưỡng lộ cứu binh ký bất toàn chủng nhi câu bại,",兩路救兵既不旋踵而俱敗，
Các thành cùng khấu diệc tướng giải giáp dĩ xuất hàng.,各城窮寇亦將解甲以出降。
"Tặc thủ thành cầm, bỉ ký trạo ngạ hổ khất liên chi vĩ;",賊首成擒，彼既掉餓虎乞憐之尾；
"Thần võ bất sát, dư diệc thể thượng đế hiếu sinh chi tâm.",神武不殺，予亦體上帝孝生之心。
"Tham tướng Phương Chính, Nội quan Mã Kỳ, tiên cấp hạm ngũ bách dư sưu, ký độ hải nhi do thả hồn phi phách tán;",參將方政，內官馬騏，先給艦五百餘艘，既渡海而猶且魂飛魄散；
"Tổng binh Vương Thông, Tham chính Mã Anh, hựu cấp mã sổ thiên dư thất, dĩ hoàn quốc nhi ích tự cổ lật tâm kinh.",總兵王通，參政馬瑛，又給馬數千餘匹，已還國而益自股慄心驚。
"Bỉ ký uý tử tham sinh, nhi tu hảo hữu thành;",彼既畏死貪生，而修好有誠；
"Dư dĩ toàn quân vi thượng, nhi dục dân chi đắc tức.",予以全軍為上，而欲民之得息。
"Phi duy mưu kế chi cực kỳ thâm viễn,",非惟謀計之極其深遠，
Cái diệc cổ kim chi sở vị kiến văn.,蓋亦古今之所未見聞。
"Xã tắc dĩ chi điện an,",社稷以之奠安，
Sơn xuyên dĩ chi cải quan.,山川以之改觀。
"Càn khôn ký bĩ nhi phục thái,",乾坤既否而復泰，
Nhật nguyệt ký hối nhi phục minh.,日月既晦而復明。
"Vu dĩ khai vạn thế thái bình chi cơ,",于以開萬世太平之基，
Vu dĩ tuyết thiên địa vô cùng chi sỉ.,于以雪天地無窮之恥。
"Thị do thiên địa tổ tông chi linh hữu,",是由天地祖宗之靈有，
Dĩ mặc tương âm hữu nhi trí nhiên dã.,以默相陰佑而致然也！
Ô hô!,於戲！
"Nhất nhung đại định, hất thành vô cạnh chi công;",一戎大定，迄成無競之功；
"Tứ hải vĩnh thanh, đản bố duy tân chi cáo.",四海永清，誕布維新之誥。
"Bá cáo hà nhĩ,",播告遐邇，
Hàm sử văn tri.,咸使聞知。
