vi,ch
"Duy ẩn hiện chi hữu tiết hề, cánh nhị bát nhi độ bất sai phân.",惟隱現之有節兮更二八而度不差分。
"Ngô quan chư Khảm,",吾觀諸坎，
Nội thực tắc cường.,內實則強。
"Nhất tích hội đê,",一滴潰堤，
Thuỷ hạc trần dương.,水涸塵揚。
"Hà như thái âm chi hằng trinh hề, hối tái sinh nhi huyền tái tử,",何如太陰之恆貞兮晦載生而弦載死，
"Duy doanh khuyết chi hữu độ hề, lịch tam ngũ nhi triền bất ly thứ.",惟盈缺之有度兮歷三五而纏不離次。
"Ngô quan Chấn, Tốn,",吾觀震巽，
Lôi phong tương bạc.,雷風相泊。
"Vị bất thất tắc,",為不失則，
Hằng đức vô tạc.,恆德無怍。
"Giới mạc ích chi thiên từ hề, tâm bất hằng nhi thụ ác.",戒莫益之偏辭兮心不恆而受惡。
"Ngô quan Đoài, Cấn,",吾觀兌艮，
Sơn trạch thông khí.,山澤通氣。
"Chi bất dịch phương,",之不易方，
Hàm trung hữu hỉ.,咸中有喜。
"Tổn tam hành chi nhất nhân hề, vị bất đáng nhi thủ lệ.",損三行之一人兮位不當而取厲。
"Kỳ tiểu vô nội,",其小無內，
Duy thâm cố thông.,惟深故通。
"Nhân dục vô nhai,",人欲無涯，
Tạo hoá vô cùng.,造化無窮。
"Vi chi tại tâm,",為之在心，
Trì thủ tại chí.,持守在志。
"Tiểu nhân vị nhân,",小人為人，
Quân tử vị kỷ.,君子為己。
"Cái ngô ẩn ư hoạn lộ hề, giới dũng thoái phù cấp lưu,",蓋吾隱於宦路兮戒勇退夫急流，
"Phi duyên nhai chi xạ lợi hề, khủng xúc thạch nhi kinh chu.",非緣崖之射利兮恐觸石而驚舟。
"Đãn trầm tiềm dĩ tự thủ hề, ký chu tuyền nhi vãn lộ,",但沉潛以自守兮冀周漩于晚路，
"Học Khang Tiết chi đả quai hề, liêu ngụ tình nhi tác phú.",學康節之打乖兮聊寓情而作賦。
"Quy dĩ cáo phù tử đệ hề, vô dĩ dịch phù ngô ngôn,",歸以吿夫子弟兮無以易夫吾言，
"Tri vãng lai chi năng nhàn hề, tu tham nguyệt quật dĩ nhiếp thiên căn.",知往來之能閒兮須參月窟以攝天根。
Kế hựu vi hô khoan chi ngâm viết:,繼又為呼寬之吟曰：
Khoan hĩ khoan!,寬矣寬！
"Thướng than dị, há than nan.",上灘易下灘難。
"Chu trung tĩnh chước tam bôi tửu,",舟中靜酌三杯酒，
Tiến thoái ngã sinh quan.,進退我生觀。
Khoan hô khoan!,寬乎寬！
"Há than thâm, thướng than gian.",下灘深上灘艱。
"Chu trung hảo xướng Thương Lang khúc,",舟中好唱滄浪曲，
Năng tĩnh hậu năng an.,能靜後能安。
