vi,ch
Tu đoản hợp độ.,修短合度。
"Khiên nhược tước thành,",肩若削成，
Yêu như thúc tố.,腰如束素。
"Duyên cảnh tú hạng,",延頸秀項，
Hạo chất trình lộ.,皓質呈露。
"Phương trạch vô gia,",芳澤無加，
Duyên hoa phất ngự.,鉛華弗御。
"Vân kế nga nga,",雲髻峨峨，
Tu my liên quyên.,修眉連娟。
"Đan thần ngoại lãng,",丹唇外朗，
Hạo xỉ nội tiên.,皓齒內鮮。
"Minh mâu thiện lãi,",明眸善睞，
Yếp phụ thừa quyền.,靨輔承權。
"Khôi tư diễm dật,",瑰姿艷逸，
Nghi tĩnh thể nhàn.,儀靜體閑。
"Nhu tình xước thái,",柔情綽態，
Mị ư ngữ ngôn.,媚於語言。
"Kỳ phục khoáng thế,",奇服曠世，
Cốt tượng ưng đồ.,骨像應圖。
"Phi la y văn thôi xán hề,",披羅衣文璀燦兮，
Nhĩ dao bích chi hoa cư.,珥瑤碧之華琚。
"Đới kim thuý chi thủ sức,",戴金翠之首飾，
Chuế minh châu dĩ diệu khu.,綴明珠以耀軀。
"Tiễn viễn du chi văn lý,",踐遠遊之文履，
Duệ vụ tiêu chi khinh cư.,曳霧綃之輕裾。
"Vi u lan chi phương ái hề,",微幽蘭之芳藹兮，
Bộ trì trù ư sơn ngung.,步踟蹰於山隅。
"Ư thị hốt yên túng thể,",於是忽焉縱體，
Dĩ ngao dĩ hy.,以遨以嬉。
"Tả ỷ thái mao,",左倚采旄，
Hữu âm quế kỳ.,右陰桂旗。
"Nhương hạo oản ư thần hử hề,",攘皓腕於神滸兮，
Thái thoan lại chi huyền chi.,採湍瀨之玄芝。
"Dư tình duyệt kỳ thục mỹ hề,",余情悅其淑美兮，
Tâm chấn đãng nhi bất di.,心振蕩而不怡。
"Vô lương môi dĩ tiếp hoan hề,",無良媒以接歡兮，
Thác vi ba nhi thông từ.,托微波而通辭。
"Nguyện thành tố chi tiên đạt hề,",愿誠素之先達兮，
Giải ngọc bội dĩ yếu chi.,解玉佩以要之。
"Ta giai nhân chi tín tu hề,",嗟佳人之信修兮，
Khương tập lễ nhi minh thi.,羌習禮而明詩。
"Kháng quỳnh đệ dĩ hoạ dư hề,",抗瓊珶以和予兮，
Chỉ tiềm uyên nhi vi kỳ.,指潛淵而為期。
"Chấp quyến quyến chi khoản thực hề,",執眷眷之款實兮，
Cụ tư linh chi ngã khi.,懼斯靈之我欺。
"Cảm Giao Phủ chi khí ngôn hề,",感交甫之棄言兮，
Trướng do dự nhi hồ nghi.,悵猶豫而狐疑。
"Thâu hoà nhan nhi tĩnh chí hề,",收和顏而靜志兮，
Thân lễ phòng dĩ tự trì.,申禮防以自持。
"Ư thị Lạc linh cảm yên,",於是洛靈感焉，
Tỷ ỷ bàng hoàng.,徙倚徬徨。
"Thần quang ly hợp,",神光离合，
Sạ âm sạ dương.,乍陰乍陽。
"Tủng khinh khu dĩ hạc lập,",竦輕軀以鶴立，
Nhược tương phi nhi vị tường.,若將飛而未翔。
"Tiễn tiêu đồ chi uất liệt,",踐椒途之郁烈，
Bộ hành bạc nhi lưu phương.,步蘅薄而流芳。
"Siêu trường ngâm dĩ vĩnh mộ hề,",超長吟以永慕兮，
Thanh ai lệ nhi my trường.,聲哀厲而彌長。
"Nhĩ nãi chúng linh tạp đạp,",爾乃眾靈雜沓，
Mệnh trù khiếu lữ.,命儔嘯侶。
"Hoặc hý thanh lưu,",或戲清流，
"Hoặc tường thần chử,",或翔神渚，
"Hoặc thái minh châu,",或採明珠，
Hoặc thập thuý vũ.,或拾翠羽。
"Tòng nam Tương chi nhị phi,",從南湘之二妃，
Huề Hán tân chi du nữ.,攜漢濱之遊女。
"Thán Bào Qua chi vô thất hề,",嘆匏瓜之無匹兮，
Vịnh Khiên Ngưu chi độc xứ.,詠牽牛之獨處。
"Dương khinh khuê chi uy mỹ hề,",揚輕袿之猗靡兮，
Ế tu tụ dĩ duyên trữ.,翳修袖以延佇。
"Thể tấn phi phù,",體迅飛鳧，
Phiêu hốt nhược thần.,飄忽若神。
"Lăng ba vi bộ,",陵波微步，
La miệt sinh trần.,羅襪生塵。
"Động vô thường tắc, nhược nguy nhược an.",動無常則，若危若安，
"Tiến chỉ nan kỳ, nhược vãng nhược hoàn.",進止難期，若往若還。
"Chuyển phán lưu tinh,",轉盼流精，
Quang nhuận ngọc nhan.,光潤玉顏。
"Hàm từ vị thổ,",含辭未吐，
Khí nhược u lan.,氣若幽蘭。
"Hoa dung a na,",華容婀娜，
Linh ngã vong xan.,令我忘餐。
"Ư thị Bình Ế thu phong,",於是屏翳收風，
Xuyên Hậu tĩnh ba.,川後靜波。
"Phùng Di minh cổ,",馮夷鳴鼓，
Nữ Oa thanh ca.,女媧清歌。
"Đằng văn ngư dĩ cảnh thừa,",騰文魚以警乘，
Minh ngọc loan dĩ giai thệ.,鳴玉鑾以偕逝。
"Lục long nghiễm kỳ tề thủ,",六龍儼其齊首，
Đới vân xa chi dung duệ.,戴雲車之容裔。
"Kình nghê dũng nhi giáp cốc,",鯨鯢踴而夾轂，
Thuỷ cầm tường nhi vi vệ.,水禽翔而為衛。
"Ư thị việt bắc chỉ,",於是越北沚，
Quá nam cương.,過南岡，
"Hu tố lĩnh,",紆素領，
Hồi thanh dương.,迴清揚。
"Động chu thần dĩ từ ngôn,",動朱唇以徐言，
Trần giao tiếp chi đại cương.,陳交接之大綱。
"Hận nhân thần chi đạo thù hề,",恨人神之道殊兮，
Oán thịnh niên chi mạc đương.,怨盛年之莫當。
"Kháng la duệ dĩ yểm thế hề,",抗羅袂以掩涕兮，
Lệ lưu khâm chi lang lang.,淚流襟之浪浪。
"Điệu lương hội chi vĩnh tuyệt hề,",悼良會之永絕兮，
Ai nhất thệ nhi dị hương.,哀一逝而異鄉。
"Vô vi tình dĩ hiệu ái hề,",無微情以效愛兮，
Hiến Giang Nam chi minh đương.,獻江南之明璫。
"Tuy tiềm xứ ư Thái Âm,",雖潛處於太陰，
Trường ký tâm ư quân vương.,長寄心於君王。
"Hốt bất ngộ kỳ sở xá,",忽不悟其所舍，
Trướng thần tiêu nhi tế quang.,悵神宵而蔽光。
"Ư thị bối hạ lăng cao,",於是背下陵高，
Túc vãng thần lưu.,足往神留。
"Di tình tưởng tượng,",遺情想像，
Cố vọng hoài sầu.,顧望懷愁。
"Ký linh thể chi phục hình,",冀靈體之復形，
Ngự khinh chu nhi thượng tố.,御輕舟而上溯。
"Phù trường xuyên nhi vong phản,",浮長川而忘返，
Tư miên miên nhi tăng mộ.,思綿綿而增慕。
"Dạ cảnh cảnh nhi bất mị,",夜耿耿而不寐，
Triêm phồn sương nhi chí thự.,沾繁霜而至曙。
"Mệnh bộc phu nhi tựu giá,",命仆夫而就駕，
Ngô tương quy hồ đông lộ.,吾將歸乎東路。
"Lãm phi bí dĩ kháng sách,",攬騑轡以抗策，
Trướng bàn hoàn nhi bất năng khứ.,悵盤桓而不能去。
