vi,ch
"Tự ngôn bản thị kinh thành nữ,",自言本是京城女，
Gia tại Hà Mô lăng hạ trú.,家在蝦蟆陵下住。
"Thập tam học đắc tỳ bà thành,",十三學得琵琶成，
Danh thuộc giáo phường đệ nhất bộ.,名屬教坊第一部。
"Khúc bãi tằng giao thiện tài phục,",曲罷曾教善才服，
Trang thành mỗi bị Thu Nương đố.,妝成每被秋娘妒。
"Ngũ Lăng niên thiếu tranh triền đầu,",五陵年少爭纏頭，
Nhất khúc hồng tiêu bất tri số.,一曲紅綃不知數。
"Điền đầu ngân tị kích tiết toái,",鈿頭銀篦擊節碎，
Huyết sắc la quần phiên tửu ố.,血色羅裙翻酒污。
"Kim niên hoan tiếu phục minh niên,",今年歡笑復明年，
Thu nguyệt xuân phong đẳng nhàn độ.,秋月春風等閒度。
"Đệ tẩu tòng quân a di tử,",弟走從軍阿姨死，
Mộ khứ triêu lai nhan sắc cố.,暮去朝來顏色故。
"Môn tiền lãnh lạc xa mã hy,",門前冷落車馬稀，
Lão đại giá tác thương nhân phụ.,老大嫁作商人婦。
"Thương nhân trọng lợi khinh biệt ly,",商人重利輕別離，
Tiền nguyệt Phù Lương mãi trà khứ.,前月浮梁買茶去。
"Khứ lai giang khẩu thủ không thuyền,",去來江口守空船，
Nhiễu thuyền nguyệt minh giang thuỷ hàn.,繞船月明江水寒。
"Dạ thâm hốt mộng thiếu niên sự,",夜深忽夢少年事，
Mộng đề trang lệ hồng lan can.,夢啼妝淚紅闌干。
"Ngã văn tỳ bà dĩ thán tức,",我聞琵琶已歎息，
Hựu văn thử ngữ trùng tức tức.,又聞此語重唧唧。
"Đồng thị thiên nhai luân lạc nhân,",同是天涯淪落人，
Tương phùng hà tất tằng tương thức.,相逢何必曾相識。
"Ngã tòng khứ niên từ đế kinh,",我從去年辭帝京，
Trích cư ngoạ bệnh Tầm Dương thành.,謫居臥病潯陽城。
"Tầm Dương địa tích vô âm nhạc,",潯陽地僻無音樂，
Chung tuế bất văn ty trúc thanh.,終歲不聞絲竹聲。
"Trú cận Bồn giang địa đê thấp,",住近湓江地低濕，
Hoàng lô khổ trúc nhiễu trạch sinh.,黃蘆苦竹繞宅生。
"Kỳ gian đán mộ văn hà vật,",其間旦暮聞何物，
Đỗ quyên đề huyết viên ai minh.,杜鵑啼血猿哀鳴。
"Xuân giang hoa triêu thu nguyệt dạ,",春江花朝秋月夜，
Vãng vãng thủ tửu hoàn độc khuynh.,往往取酒還獨傾。
"Khởi vô sơn ca dữ thôn địch,",豈無山歌與村笛，
Âu á trào triết nan vi thính.,嘔啞嘲哳難為聽。
"Kim dạ văn quân tỳ bà ngữ,",今夜聞君琵琶語，
Như thính tiên nhạc nhĩ tạm minh.,如聽仙樂耳暫明。
"Mạc từ cánh toạ đàn nhất khúc,",莫辭更坐彈一曲，
Vị quân phiên tác Tỳ bà hành.,為君翻作琵琶行。
"Cảm ngã thử ngôn lương cửu lập,",感我此言良久立，
Khước toạ xúc huyền huyền chuyển cấp.,卻坐促弦弦轉急。
"Thê thê bất tự hướng tiền thanh,",淒淒不似向前聲，
Mãn toạ trùng văn giai yểm khấp.,滿座重聞皆掩泣。
"Toạ trung khấp hạ thuỳ tối đa,",座中泣下誰最多，
Giang Châu tư mã thanh sam thấp.,江州司馬青衫濕。
