vi,ch
Hoan hậu khước vong cựu khổ gian.,歡後卻忘舊苦艱。
"Bất hoạn ngư ông huy trạo sáp,",不患漁翁揮棹澀，
Dung dung đào lãng trướng bình than.,溶溶桃浪漲平灘。
"Tả cúc hữu mô thám hoa tuỷ,",左掬右摸探花髓，
Oanh bất đình thoa điệp bất lan.,鶯不停梭蹀不攔。
"Ngọc dạng hương tao thất hại tu,",玉癢香搔失害羞，
Thượng lâu hạ nữu viên đoàn đoàn.,上摟下扭圓團團。
"Phong tình đãng dạng hoa tâm cấp,",風情蕩漾花心急，
Khủng phóng đông quân khoảnh khắc gian.,恐放東君頃刻間。
"Man nhân lão thực đa cao hứng,",蠻人老實多高興，
Bất hội khinh thiểu chỉ hội toàn.,不會輕挑只會鑽。
"Phù thế thanh vân như quá khách,",浮世青雲如過客，
Nhất sinh kỉ độ thác xuân miên.,一生幾度托春眠。
"Khâm trù lạc xứ vô di hạ,",衾裯樂處無夷夏，
Si tuẫn không danh ngộ ngọc nhan.,痴徇空名誤玉顏。
"Bất kiến cẩm cơ chi phấn đội,",不見錦機脂粉隊，
Tây binh khứ hậu kỷ nhân hoàn.,西兵去後幾人還。
"Thuỳ tương thử vị ngữ tỉ muội,",誰將此為語姊妹，
Giá lang cập tảo giá Tây Sơn.,嫁郎及早嫁西山。
