vi,ch
"Phong xuy tiên duệ phiêu phiêu cử,",風吹仙袂飄飄舉，
Do tự Nghê thường vũ y vũ.,猶似霓裳羽衣舞。
"Ngọc dung tịch mịch lệ lan can,",玉容寂寞淚闌干，
Lê hoa nhất chi xuân đới vũ.,梨花一枝春帶雨。
"Hàm tình ngưng đệ tạ quân vương,",含情凝睇謝君王，
Nhất biệt âm dung lưỡng diểu mang!,一別音容兩渺茫。
"Chiêu Dương điện lý ân ái tuyệt,",昭陽殿裡恩愛絕，
Bồng Lai cung trung nhật nguyệt trường.,蓬萊宮中日月長。
"Hồi đầu hạ vọng nhân hoàn xứ,",回頭下望人寰處，
Bất kiến Trường An kiến trần vụ.,不見長安見塵霧。
"Duy tương cựu vật biểu thâm tình,",唯將舊物表深情，
Điến hạp kim thoa ký tương khứ.,鈿合金釵寄將去。
"Thoa lưu nhất cổ, hạp nhất phiến,",釵留一股合一扇，
Thoa phách hoàng kim hạp phân điến.,釵擘黃金合分鈿。
"Đãn giao tâm tự kim điến kiên,",但教心似金鈿堅，
Thiên thượng nhân gian hội tương kiến.,天上人間會相見。
"Lâm biệt ân cần trùng ký từ,",臨別殷勤重寄詞，
Từ trung hữu thệ lưỡng tâm tri:,詞中有誓兩心知。
"Thất nguyệt thất nhật Trường Sinh điện,",七月七日長生殿，
Dạ bán vô nhân tư ngữ thì:,夜半無人私語時。
"“Tại thiên nguyện tác tỷ dực điểu,",在天願作比翼鳥，
Tại địa nguyện vi liên lý chi.”,在地願為連理枝。
"Thiên trường địa cửu hữu thì tận,",天長地久有時盡，
Thử hận miên miên vô tuyệt kỳ.,此恨綿綿無絕期。
