vi,ch
"Tiền bác đình trí,",錢鎛停置，
Nông thu tích trường.,農收積場。
"Nghịch lữ chỉnh thiết,",逆旅整設，
Dĩ thông cổ thương.,以通賈商。
Hạnh thậm chí tai!,幸甚至哉！
Ca dĩ vịnh chí.,歌以詠志。
"Hương thổ bất đồng,",鄉土不同，
Hà sóc long hàn.,河朔隆寒。
"Lưu ty phù phiêu,",流澌浮漂，
Chu thuyền hành nan.,舟船行難。
"Chuỳ bất nhập địa,",錐不入地，
Phong lại thâm áo.,蘴藾深奧。
"Thuỷ kiệt bất lưu,",水竭不流，
Băng kiên khả đạo.,冰堅可蹈。
"Sĩ ẩn giả bần,",士隱者貧，
Dũng hiệp khinh phi.,勇俠輕非。
"Tâm thường thán oán,",心常嘆怨，
Thích thích đa bi.,戚戚多悲。
Hạnh thậm chí tai!,幸甚至哉！
Ca dĩ vịnh chí.,歌以詠志。
"Ứng đản hà niên,",應誕何年，
Tú chung nhạc độc.,秀鍾嶽瀆。
"Chấn vị hiệp linh,",振位協靈，
Tuỵ phù tiễn cốc.,萃扶戩穀。
"Duy tư Lương giang,",惟思良江，
Tích tồn di lục.,積存遺錄。
"Tại Lý xiển phù,",在李闡符，
Đại hữu phong chúc.,代有封祝。
"Văn chỉ chi đông,",文址之東，
Tùng từ nhất thốc.,叢祠一簇。
"Trắc giáng nghiễm như,",陟降儼如，
Hưu tường trọng đốc.,休祥重篤。
"Tướng ngã hương lư,",相我鄉閭，
Tướng tương tín mục.,將相信睦。
"Đôn học vụ nông,",敦學務農，
Hy nhiên mỹ tục.,熙然美俗。
"Thần giám vô tư,",神監無私，
Tự sự khổng túc.,祀事孔肅。
"Vĩnh tích dĩ an,",永積以安，
Duy dân chi phúc.,惟民之福。
"Chân tâm chi dụng,",真心之用，
Tinh tinh tịch tịch.,惺惺寂寂。
"Vô khứ vô lai,",無去無來，
Vô tổn vô ích.,無損無益。
"Nhập đại nhập tiểu,",入大入小，
Nhậm thuận nhậm nghịch.,任順任逆。
"Động như vân hạc,",動如雲鶴，
Tĩnh như tường bích.,靜如牆壁。
"Kỳ khinh như mao,",其輕如毛，
Kỳ trọng như thạch.,其重如石。
"Sái sái nhi tịnh,",洒洒而淨，
Khoả khoả nhi xích.,躶躶而赤。
"Bất khả đạc lượng,",不可度量，
Toàn vô tung tích.,全無踪跡。
"Kim nhật vị quân,",今日為君，
Phân minh phẫu phách.,分明剖劈。
"Thu mộc thê thê,",秋木萋萋，
Kỳ diệp nuy hoàng.,其葉萎黃。
"Hữu điểu xứ sơn,",有鳥處山，
Tập ư bao tang.,集於苞桑。
"Dưỡng dục mao vũ,",養育毛羽，
Hình dung sinh quang.,形容生光。
"Ký đắc thăng vân,",既得昇雲，
Thượng du khúc phòng.,上遊曲房。
"Ly cung tuyệt khoáng,",離宮絕曠，
Thân thể tồi tàng.,身體摧藏。
"Chí niệm ức trầm,",志念抑沉，
Bất đắc hiệt hàng.,不得頡頏。
"Tuy đắc ẩm thực,",雖得飲食，
Tâm hữu hồi hoàng.,心有徊徨。
"Ngã độc y hà,",我獨伊河，
Lai vãng biến thường.,來往變常。
"Phiên phiên chi yến,",翩翩之燕，
Viễn tập tây khương.,遠集西羌。
"Cao sơn nga nga,",高山峨蛾，
Hà thuỷ ương ương.,河水泱泱。
"Phụ hề mẫu hề,",父兮母兮，
Đạo lý du trường.,道理悠長。
"Ô hô ai tai,",嗚呼哀哉，
Ưu tâm trắc thương.,懮心惻傷。
"Gia hữu mãnh cẩu,",家有猛狗，
Đạo tặc khước tẩu.,盜賊却走。
"Gia hữu chí phụ,",家有鷙婦，
Bằng hữu bất hữu.,朋友不友。
"Cẩu thủ dĩ khẩu,",狗守以口，
Phụ dĩ khẩu thủ.,婦以口守。
"Chí phụ chi khẩu,",鷙婦之口，
Hiền ư mãnh cẩu chi khẩu.,賢於猛狗之口。
"Đạm nhiên tự thủ,",淡然自守，
Duy đức thị vụ.,唯德是務。
Hoặc vân thiện ngôn,或云善言，
Quyền quyền nhất cú.,拳拳一句。
Tâm vô bỉ ngã,心無彼我，
Ký tuyệt hôn mai.,既絕昏霾。
"Nhật dạ trắc giáng,",日夜陟降，
Vô hình khả trú.,無形可住。
"Như ảnh, như hưởng,",如影如響，
Vô tích khả thú.,無跡可趣。
"Đan hà tế nhật,",丹霞蔽日，
Thái hồng thuỳ thiên.,彩虹垂天。
"Cốc thuỷ sàn sàn,",谷水潺潺，
Mộc lạc phiên phiên.,木落翩翩。
"Cô cầm thất quần,",孤禽失群，
Bi minh vân gian.,悲鳴雲間。
"Nguyệt doanh tắc xung,",月盈則沖，
Hoa bất tái phồn.,華不再繁。
"Cổ lai hữu chi,",古來有之，
Ta ngã hà ngôn.,嗟我何言。
"Đạo vô ảnh tượng,",道無影像，
Xúc mục phi dao.,觸目非遙。
"Tự phản suy cầu,",自反推求，
Mạc cầu tha đắc.,莫求他得。
"Túng nhiêu cầu đắc,",縱饒求得，
Đắc tức bất chân.,得即不真。
"Thiết sử đắc chân,",設使得真，
Chân thị hà vật?,真是何物？
"Ô hô Công Cẩn,",嗚呼公瑾，
"Bất hạnh yêu vong,",不幸夭亡，
"Tu đoản cố thiên,",修短故天，
Nhân khởi bất thương?,人豈不傷？
"Ngã tâm thực thống,",我心實痛，
Lỗi tửu nhất thương.,酹酒一觴。
"Quân kỳ hữu linh,",君其有靈，
Hưởng ngã chưng thường!,享我烝嘗！
"Điếu quân ấu học,",弔君幼學，
Dĩ giao Bá Phù;,以交伯符；
"Trượng nghĩa sơ tài,",仗義疏財，
Nhượng xá dĩ cư.,讓舍以居。
"Điếu quân nhược quan,",弔君弱冠，
Vạn lý bằng đoàn;,萬里鵬摶；
"Định kiến bá nghiệp,",定建霸業，
Cát cứ Giang Nam.,割據江南。
"Điếu quân tráng lực,",弔君壯力，
Viễn trấn Ba Khâu;,遠鎮巴丘；
"Cảnh Thăng hoài lự,",景升懷慮，
Thảo nghịch vô ưu.,討逆無憂。
"Điếu quân phong độ,",弔君風度，
Giai phối Tiểu Kiều;,佳配小喬；
"Hán thần chi tế,",漢臣之婿，
Bất quý đương triều.,不愧當朝。
"Điếu quân khí khái,",弔君氣概，
Gián trở nạp chất;,諫阻納質；
"Thuỷ bất thuỳ sí,",始不垂翅，
Chung năng phấn dực.,終能奮翼。
"Điếu quân bà dương,",弔君鄱陽，
Tưởng Cán lai thuyết;,蔣幹來說；
"Huy sái tự như,",揮灑自如，
Nhã lượng cao chí.,雅量高志。
"Điếu quân hoằng tài,",弔君弘才，
Văn võ trù lược;,文武籌略；
"Hoả công phá địch,",火攻破敵，
Vãn cường vi nhược.,挽強為弱。
"Tưởng quân đương niên,",想君當年，
Hùng tư anh phát.,雄姿英發。
"Khốc quân tảo thệ,",哭君早逝，
Phủ địa lưu huyết.,俯地流血。
"Trung nghĩa chi tâm,",忠義之心，
Anh linh chi khí.,英靈之氣。
"Mệnh chung tam kỷ,",命終三紀，
Danh thuỳ bách thế.,名垂百世。
"Ai quân tình thiết,",哀君情切，
Sầu trường thiên kết.,愁腸千結。
"Duy ngã can đảm,",惟我肝膽，
Bi vô đoạn tuyệt.,悲無斷絕。
"Hạo thiên hôn ám,",昊天昏暗，
Tam quân sảng nhiên.,三軍愴然。
"Chủ vi ai khấp,",主為哀泣，
Hữu vi lệ liên.,友為淚漣。
"Lượng dã bất tài,",亮也不才，
Cái kế cầu mưu.,丐計求謀。
"Trợ Ngô cự Tào,",助吳拒曹，
Phụ Hán an Lưu.,輔漢安劉。
"Ỷ giốc chi viện,",掎角之援，
Thủ vĩ tương trù.,首尾相儔。
"Nhược tồn nhược vong,",若存若亡，
Hà lự hà ưu?,何慮何憂？
Ô hô công cẩn!,嗚呼公瑾！
Sinh tử vĩnh biệt!,生死永別！
"Phác thủ kỳ trinh,",朴守其貞，
Minh minh diệt diệt.,冥冥滅滅。
"Hồn như hữu linh,",魂如有靈，
Dĩ giám ngã tâm.,以鑒我心。
"Tòng thử thiên hạ,",從此天下，
Cánh vô tri âm!,更無知音！
Ô hô thống tai!,嗚呼痛哉！
Phục duy thượng hưởng!,伏惟尚饗！
"Ngưỡng chiêm duy mạc,",仰瞻帷幕，
Phủ sát kỷ diên.,俯察几筵。
"Kỳ vật như cố,",其物如故，
Kỳ nhân bất tồn.,其人不存。
"Thần linh thúc hốt,",神靈倏忽，
Khí ngã hà thiên.,棄我遐遷。
"Mỹ chiêm mỹ thị,",靡瞻靡恃，
Khấp thế liên liên.,泣涕漣漣。
"U u du lộc,",呦呦遊鹿，
Thảo thảo minh nghê.,草草鳴麑。
"Phiên phiên phi điểu,",翩翩飛鳥，
Hiệp tử sào chi.,挾子巢枝。
"Ngã độc cô quỳnh,",我獨孤煢，
Hoài thử bách ly.,懷此百離。
"Ưu tâm khổng cứu,",憂心孔疚，
Mạc ngã năng tri.,莫我能知。
Nhân diệc hữu ngôn:,人亦有言：
“Ưu linh nhân lão.”,「憂令人老。」
"Ta ngã bạch phát,",嗟我白髮，
Sinh nhất hà tảo?,生一何蚤？
"Thường ngâm vĩnh thán,",常吟永嘆，
Hoài ngã thánh khảo.,懷我聖考。
"Viết “Nhân giả thọ”,",曰「仁者壽」，
Hồ bất thị bảo?,胡不是保？
"Đối tửu đương ca,",對酒當歌，
Nhân sinh kỷ hà:,人生幾何：
"Thí như triêu lộ,",譬如朝露，
Khứ nhật khổ đa.,去日苦多。
"Khái đương dĩ khảng,",慨當以慷，
Ưu tư nan vong.,憂思難忘。
Hà dĩ giải ưu:,何以解憂：
Duy hữu Đỗ Khang.,惟有杜康。
"Thanh thanh tử khâm,",青青子衿，
Du du ngã tâm.,悠悠我心。
"Đãn vị quân cố,",但為君故，
Trầm ngâm chí kim.,沉吟至今。
"U u lộc minh,",呦呦鹿鳴，
Thực dã chi bình.,食野之苹。
"Ngã hữu gia tân,",我有嘉賓，
Cổ sắt xuy sinh.,鼓瑟吹笙。
"Hạo hạo như nguyệt,",皎皎如月，
Hà thời khả chuyết?,何時可輟？
"Ưu tòng trung lai,",憂從中來，
Bất khả đoạn tuyệt.,不可斷絕。
"Việt mạch độ thiên,",越陌度阡，
Uổng dụng tương tồn.,枉用相存。
"Khế khoát đàm yến,",契闊談宴，
Tâm niệm cựu ân.,心念舊恩。
"Nguyệt minh tinh hy,",月明星稀，
"Ô thước nam phi,",烏鵲南飛，
"Nhiễu thụ tam tạp,",繞樹三匝，
Vô chi khả y.,無枝可依。
"Sơn bất yếm cao,",山不厭高，
Thuỷ bất yếm thâm.,水不厭深。
"Chu Công thổ bộ,",周公吐哺，
Thiên hạ quy tâm.,天下歸心。
"Nhật nguyệt kỳ thệ,",日月其逝，
Tuế bất ngã lưu.,歲不我留。
"Hữu tửu doanh thương,",有酒盈觴，
Nan dĩ giải ưu.,難以解憂。
"Chu Tây Bá Xương,",周西伯昌，
Hoài thử thánh đức.,懷此聖德。
"Tam phân thiên hạ,",三分天下，
Nhi hữu kỳ nhị.,而有其二。
"Tu phụng cống hiến,",脩奉貢獻，
Thần tiết bất long.,臣節不隆。
"Sùng Hầu sàm chi,",崇侯讒之，
Thị dĩ câu hệ.,是以拘繫。
"Hậu kiến xá nguyên,",後見赦原，
"Tứ chi phủ việt,",賜之斧鉞，
Đắc sử chinh phạt.,得使征伐。
"Vi Trọng Ni sở xưng,",為仲尼所稱，
"Đạt cập đức hạnh,",達及德行，
"Do phụng sự Ân,",猶奉事殷，
Luận tự kỳ mỹ.,論敍其美。
"Tề Hoàn chi công,",齊桓之功，
Vi bá chi thủ.,為霸之首。
"Cửu hợp chư hầu,",九合諸侯，
Nhất khuông thiên hạ.,一匡天下。
"Nhất khuông thiên hạ,",一匡天下，
Bất dĩ binh xa.,不以兵車。
"Chính nhi bất quyệt,",正而不譎，
Kỳ đức truyền xưng.,其德傳稱。
"Khổng Tử sở thán,",孔子所歎，
"Tịnh xưng Di Ngô,",並稱夷吾，
Dân thụ kỳ ân.,民受其恩。
"Tứ dữ miếu tộ,",賜與廟胙，
Mệnh vô hạ bái.,命無下拜。
"Tiểu Bạch bất cảm nhĩ,",小白不敢爾，
Thiên uy tại nhan chỉ xích.,天威在顏咫尺。
"Tấn Văn diệc bá,",晉文亦霸，
Cung phụng thiên vương.,躬奉天王。
"Thụ tứ khuê toản,",受賜珪瓚，
"Cự sưởng đồng cung,",秬鬯彤弓，
"Lô cung thỉ thiên,",盧弓矢千，
Hổ bôn tam bách nhân.,虎賁三百人。
"Uy phục chư hầu,",威服諸侯，
Sư chi sở tôn.,師之所尊。
"Bát phương văn chi,",八方聞之，
Danh á Tề Hoàn.,名亞齊桓。
"Hà Dương chi hội,",河陽之會，
"Trá xưng Chu vương,",詐稱周王，
Thị kỳ danh phân ba.,是其名紛葩。
"Ưu tâm như phẫn,",憂心如焚，
Điệt dụng bi cụ.,迭用悲懼。
"Xuân hoa ký vẫn,",春花既隕，
Hạ diệp không tồn.,夏葉空存。
"Thu biểu nhập lâm,",秋飚入林，
Mộc diệp tiêu sâm.,木葉蕭森。
"Hàn thiền minh thụ,",寒蟬鳴樹，
Cảm vật bi thâm.,感物悲深。
"Dung hoa dịch suy,",容華易衰，
Thịnh thời nan tái.,盛時難再。
"Kim ngã bất lạc,",今我不樂，
Hốt yên cải tuế.,忽焉改歲。
"Vi lạc như hà,",爲樂如何，
Hữu tửu đương ca.,有酒當歌。
"Nhân chi vân viễn,",人之云遠，
Biệt nhật khổ đa.,別日苦多。
"Thiên địa gian,",天地間，
Nhân vi quý.,人為貴。
"Lập quân mục dân,",立君牧民，
Vị chi quỹ tắc.,為之軌則。
"Xa triệt mã tích,",車轍馬跡，
Kinh vĩ tứ cực.,經緯四極。
"Truất trắc u minh,",黜陟幽明，
Lê thứ phồn tức.,黎庶繁息。
"Ư thước hiền thánh,",於鑠賢聖，
Tổng thống bang vực.,總統邦域。
"Phong kiến ngũ tước,",封建五爵，
"Tỉnh điền, hình ngục.",井田刑獄。
"Hữu phần đan thư,",有燔丹書，
Vô phổ xá thục.,無普赦贖。
"Cao Đào phủ hầu,",皋陶甫侯，
Hà hữu thất chức.,何有失職。
"Ta tai hậu thế,",嗟哉後世，
Cải chế dịch luật.,改制易律。
"Lao dân vị quân,",勞民為君，
Dịch phú kỳ lực.,役賦其力。
"Thuấn tất thực khí,",舜漆食器，
Bạn giả thập quốc.,畔者十國。
"Bất cập Đường Nghiêu,",不及唐堯，
Thái chuyên bất chước.,采椽不斫。
"Thế thán Bá Di,",世嘆伯夷，
Dục dĩ lệ tục.,欲以厲俗。
"Xỉ ác chi đại,",侈惡之大，
Kiệm vi cộng đức.,儉為共德。
"Hứa Do thôi nhượng,",許由推讓，
Khởi hữu tụng khúc?,豈有訟曲？
"Kiêm ái, thượng đồng,",兼愛尚同，
Sơ giả vi thích.,疏者為戚。
"Yêu yêu viên đào,",夭夭園桃，
Vô tử không trường.,無子空長。
"Hư mỹ nan giá,",虛美難假，
Thiên luân bất hành.,偏輪不行。
"Hoài Âm ngũ hình,",淮陰五刑，
Điểu tận cung tàng.,鳥盡弓藏。
"Bảo thân tồn danh,",保身存名，
Độc hữu Tử Phòng.,獨有子房。
"Đại phẫn bất thâu,",大憤不收，
Bao y vô đới.,褒衣無帶。
"Đa ngôn quả thành,",多言寡誠，
Chi linh sự bại.,祗令事敗。
"Tô Tần chi thuyết,",蘇秦之說，
Lục quốc dĩ vong.,六國已亡。
"Khuynh trắc mại chúa,",傾側賣主，
Xa liệt cố đương.,車裂固當。
"Hiền hĩ Trần Chẩn,",賢矣陳軫，
Trung nhi hữu mưu.,忠而有謀。
"Sở Hoài bất tòng,",楚懷不從，
Hoạ tốt bất cứu.,禍卒不救。
"Hoạ phu Ngô Khởi,",禍夫吳起，
Tri tiểu mưu đại.,知小謀大。
"Tây Hà hà kiện,",西河何健，
Phục thi hà liệt.,伏尸何劣。
"Ta bỉ Quách sinh,",嗟彼郭生，
Cổ chi nhã nhân!,古之雅人！
"Trí hĩ Yên Chiêu,",智矣燕昭，
Khả vị đắc thần.,可謂得臣。
"Nga nga Trọng Liên,",峨峨仲連，
"Tề chi cao sĩ,",齊之高士，
"Bắc từ thiên kim,",北辭千金，
Đông đạo thương hải.,東蹈滄海。
"Sơn yên nùng uất,",山煙濃鬱，
Hải ba xung dung.,海波沖瀜。
"Tiên công ấm trạch,",先公蔭澤，
Dữ vi vô cùng.,與為無窮。
"Di ái tư phổ,",遺愛斯普，
Âu đức tụng công.,謳德頌功。
"Lê viên tử đệ,",梨園子弟，
Thẩn tại bình mông.,矧在帡幪。
"Sự biến hà thường,",事變何常，
Bỉnh hiếu tắc đồng.,秉好則同。
"Hiên nga thế từ,",軒峨世祠，
Khai trương cố chỉ.,開張故址。
"Chiếu minh huân hao,",照明焄蒿，
Trắc giáng duy thuỷ.,陟降維始。
"Trở đậu vi báo,",俎豆為報，
Ngô nhân vĩnh thỉ.,吾人永矢。
"Miếu nhạc ung ung,",廟樂雍雍，
Tái ca tái xuý.,載歌載吹。
"Thoả chi hựu chi,",妥之侑之，
Khang thường tích chỉ.,康常錫祉。
"Hồng hộc cao phi,",鴻鵠高飛，
Nhất cử thiên lý.,一舉千里。
"Vũ cách dĩ tựu,",羽翮已就，
Hoành tuyệt tứ hải.,橫絕四海。
"Hoành tuyệt tứ hải,",橫絕四海，
Đương khả nại hà!,當可奈何！
"Tuy hữu tăng chước,",雖有繒繳，
Thượng an sở thi!,尚安所施！
"Hữu cú vô cú,",有句無句，
Đằng khô thụ đảo.,藤枯樹倒。
"Kỷ cá nạp tăng,",幾個衲僧，
"Chàng đầu hạp não,",撞頭嗑腦。
"Hữu cú vô cú,",有句無句，
Thể lộ kim phong.,體露金風。
Căng già sa số.,兢伽沙數，
Phạm nhẫn thương phong.,犯刃傷鋒。
Hữu cú vô cú,有句無句，
Lập tông lập chỉ.,立宗立旨。
"Đả ngoã toàn quy,",打瓦鑽龜，
Đăng sơn thiệp thuỷ.,登山涉水。
"Hữu cú vô cú,",有句無句，
Phi hữu phi vô.,非有非無。
"Khắc chu cầu kiếm,",刻舟求劍，
Sách ký án đồ.,索驥按圖。
"Hữu cú vô cú,",有句無句，
Hỗ bất hồi hỗ.,互不回互。
"Lạp tuyết hài hoa,",笠雪鞋花，
Thủ chu đãi thố.,守株待兔。
"Hữu cú vô cú,",有句無句，
Tự cổ tự kim.,自古自今。
"Chấp chỉ vong nguyệt,",執指忘月，
Bình địa lục trầm.,平地陸沉。
"Hữu cú vô cú,",有句無句，
Như thị như thị.,如是如是。
"Bát tự đả khai,",八字打開，
Toàn vô ba tị.,全無巴鼻。
"Hữu cú vô cú,",有句無句，
Cố tả cố hữu.,顧左顧右。
"A thích thích địa,",阿刺刺地，
Náo quát quát địa.,鬧聒聒地。
"Hữu cú vô cú,",有句無句，
Điêu điêu đát đát.,忉忉怛怛。
"Tiệt đoạn cát đằng,",截斷葛藤，
Bỉ thử khoái hoạt.,彼此快活。
"Hữu tửu, hữu tửu,",有酒有酒，
Châm chi chước chi.,斟之酌之。
"Chúng nhân giai mính,",眾人皆酩，
Ngã tỉnh hà vi.,我醒何為。
"Phiên phiên kỳ tâm,",翩翩其心，
Du du thuỳ ti.,悠悠誰思。
"Trầm ưu uất kết,",沉憂鬱結，
Nhi vô kiến thi.,而無見詩。
"Tự thiếu cô tiện,",自少孤賤，
Duy huynh thị y.,惟兄是依。
"Nhất triều quyết tuyệt,",一朝決絕，
Kiết nhiên cư ly.,恝然居離。
"Hà như đương sơ,",何如當初，
Bất tiện tương tri.,不便相知。
"Nhân sinh tại thế,",人生在世，
Đa thử khổ bi.,多此苦悲。
"Bồng lai hữu vô,",蓬萊有無，
Đào nguyên thị phi.,桃源是非。
"Tri âm bất dị,",知音不易，
Diệc dĩ yên nhi.,亦已焉而。
"Công vô độ hà,",公無渡河，
Công cánh độ hà.,公竟渡河。
"Truỵ hà nhi tử,",墜河而死，
Đương nại công hà!,當奈公何！
"Phúc thuỷ thanh thanh,",福水清清，
Thế đốc hiền anh.,世篤賢英。
"Ân tư cần tư,",恩斯勤斯，
Úc tử vu thành.,勗子于成。
"Duy ngô phu tử,",維吾夫子，
Ân uý tiềm hinh.,恩慰潜馨。
"Duy hiếu duy nghĩa,",惟孝惟義，
Bất nhược kỳ hành.,不若其行。
"Tiên thu hoàng cảnh,",先秋遑警，
Học thần đề binh.,學臣提兵。
"Tại sư nguyên khải,",在師元啟，
Tập khảm nhi hanh.,習坎而亨。
"Đế gia hiếu nghĩa,",帝嘉好義，
Liệt chi cửu khanh.,列之九卿。
"Hoàng hoàng cổn tảo,",惶惶袞藻，
Trung thần dĩ vinh.,忠臣以榮。
"Bách niên tầm bật,",百年尋弼，
Thiên thu hãn thanh.,千秋汗青。
"Phu cẩu vi thiện,",夫苟為善，
Tuy hối tất minh.,雖晦必明。
"Phàm ngã thân chích,",凡我親炙，
Kính thị tư minh.,敬視斯銘。
"Hữu mỹ nhất nhân,",有美一人，
Bị phục tiêm la.,被服纖羅。
"Yêu tư diễm lệ,",妖姿艷麗，
Ống nhược xuân hoa.,蓊若春華。
"Hồng nhan vĩ diệp,",紅顏韡燁，
Vân kế tha nga.,雲髻嵯峨。
"Đàn cầm phủ tiết,",彈琴撫節，
Vị ngã huyền ca.,為我弦歌。
"Thanh trọc tề quân,",清濁齊均，
Ký lượng thả hoà.,既亮且和。
"Thủ lạc kim nhật,",取樂今日，
Hoàng tuất kỳ tha.,遑卹其它。
"Chủng chủng hư nguỵ,",種種虛偽，
Vô pháp khả đắc.,無法可得。
"Bệnh nhãn không hoa,",病眼空花，
Vọng phân nam bắc.,妄分南北。
"Dã bất tạo ác,",也不造惡，
Dã bất tu thiện.,也不修善。
"Thuỵ lai đả miên,",睡來打眠，
Cơ lai khiết phạn.,饑來喫飯。
"Tòng tha nhiễu nhiễu,",從他擾擾，
Nhậm nhĩ phân phân.,任爾紛紛。
"Nguyên lai y cựu,",元來依舊，
Thái vũ chủ nhân.,泰宇主人。
"Nhân sinh bách nghệ,",人生百藝，
Văn học vi tiên.,文學為先。
"Nho sĩ thị trân,",儒士是珍，
Thi thư thị bảo.,詩書是寶。
"Cổ giả thánh hiền,",古者聖賢，
Dịch tử nhi giáo.,易子而教。
"Đức hạnh thuần hoà,",德行純和，
Trạch vi sư hữu.,擇為師友。
"Dưỡng nhi bất giáo,",養而不教，
Nãi phụ chi quá.,乃父之過。
"Giáo nhi bất nghiêm,",教而不嚴，
Nãi sư chi noạ.,乃師之惰。
"Học vấn bất cần,",學問不勤，
Nãi tử chi ác.,乃子之惡。
"Hậu tòng tiên giác,",後從先覺，
Giám cổ tri kim.,鑑古知今。
"Học hữu tam tâm,",學有三心，
Bất khả thất nhất.,不可失一。
"Phụ mẫu hậu thật,",父母厚實，
Tử học cần mẫn.,子學勤敏。
"Nghiêm sư tác thành,",嚴師作成，
Nhân hữu tam tình.,人有三情。
"Khả sự như nhất,",可事如一，
Phi phụ bất sinh.,非父不生。
"Phi quân bất vinh,",非君不榮，
Phi sư bất thành.,非師不成。
"Hữu đạo đức giả,",有道德者，
Tử tôn thông minh.,子孫聰明。
"Vô đạo đức giả,",無道德者，
Tử tôn ngu muội.,子孫愚昧。
"Dưỡng nam bất giáo,",養男不教，
Bất như dưỡng lư.,不如養驢。
"Dưỡng nữ bất giáo,",養女不教，
Bất như dưỡng trư.,不如養豬。
"Huấn đạo chi sơ,",訓導之初，
Tiên thủ lễ pháp.,先守禮法。
"Bất tri vấn đáp,",不知問答，
Thị vi ngu si.,是為愚癡。
"Bất giáo nhi thiện,",不教而善，
Phi Thánh nhi hà.,非聖而何。
"Giáo nhi hậu thiện,",教而後善，
Phi Hiền nhi hà.,非賢而何。
"Giáo diệc bất thiện,",教亦不善，
Phi ngu nhi hà.,非愚而何。
"Khốn nhi tri chi,",困而知之，
Phi trí nhi hà.,非智而何。
"Hữu điền bất canh,",有田不耕，
Thương lẫm không hư.,倉廩空虛。
"Hữu thư bất giáo,",有書不教，
Tử tôn ngoan ngu.,子孫頑愚。
"Thương lẫm không hề,",倉廩空兮，
Tuế thời phạp thực.,歲時乏食。
"Tử tôn ngu hề,",子孫愚兮，
Lễ nghĩa toàn vô.,禮義全無。
"Phàm nhân bất học,",凡人不學，
Minh như dạ hành.,冥如夜行。
"Thính thi như tủng,",聽詩如聳，
Vọng tự như manh.,望字如盲。
"Ấu nhi cần học,",幼而勤學，
Trưởng tắc thi hành.,長則施行。
"Chính tâm tu thân,",正心修身，
Tề gia trị quốc.,齊家治國。
"Sĩ tu ư gia,",士修於家，
Tự hương nhi quốc.,自鄉而國。
"Khoa mục triêu tước,",科目朝爵，
Hữu độc thư nhân.,有讀書人。
"Bần nhi cần học,",貧而勤學，
Khả dĩ lập thân.,可以立身。
"Phú nhi cần học,",富而勤學，
Ích vinh kỳ danh.,益榮其名。
"Khai quyển hữu ích,",開卷有益，
Chí giả cánh thành.,志者竟成。
"Bác học quảng vấn,",博學廣問，
Kỳ trí ích minh.,其智益明。
"Bất sỉ hạ vấn,",不恥下問，
Nghĩa lý ích tinh.,義理益精。
"Độc học vô hữu,",獨學無友，
Cô lậu quả văn.,孤陋寡聞。
"Nhân hữu ngũ luân,",人有五倫，
Cương thường vi thủ.,綱常為首。
"Bất tri cương thường,",不知綱常，
Hà dị cầm thú.,何異禽獸。
"Phong nghĩ hữu chủ,",蜂蟻有主，
Huống ư nhân hồ.,況於人乎。
"Tam cương cửu trù,",三綱九疇，
Cổ kim bất dịch.,古今不易。
"Vi quân chỉ kính,",為君止敬，
